taxid,taxname
1236906,Neptunomonas sp. BPy-1
44676,Geothrix fermentans
305900,Endozoicomonas elysicola
132132,Desulfomicrobium orale
77007,Thiorhodovibrio winogradskyi
153493,Conchiformibius steedae
1888913,Cognaticolwellia mytili
1003,Thermoflexibacter ruber
256035,Glycomyces arizonensis
370776,Arenimonas composti
453230,Desulfarculus baarsii
907224,Peptoniphilus methioninivorax
75291,Pseudonocardia alaniniphila
304268,Litchfieldia alkalitelluris
51367,Salinivibrio costicola
29486,Yersinia ruckeri
89524,Rubrimonas cliftonensis
180197,Giesbergeria anulus
911092,Caldanaerobacter subterraneus
90730,Desulfosarcina cetonica
404589,Anaeromyxobacter sp. Fw109-5
148813,Sulfuricurvum kujiense
1086,Rhodothalassium salexigens
191495,Conexibacter woesei
33941,Geobacillus thermoleovorans
731,Histophilus somni
390884,Echinicola vietnamensis
281473,Jiangella gansuensis
111770,Thiothrix fructosivorans
29422,Legionella brunensis
67300,Streptomyces albus
545533,Alishewanella jeotgali
449215,Bacillus longiquaesitum
443143,Geobacter sp. M18
137662,Nonomuraea terrinata
444162,Thiofaba tepidiphila
1562603,Microbulbifer rhizosphaerae
477675,Cohnella fontinalis
1463837,Streptomyces sp. NRRL B-3253
471499,Dasania marina
273528,Exiguobacterium marinum
1820336,Cognaticolwellia sediminilitoris
475299,Algoriphagus aquaeductus
54914,Brevibacillus parabrevis
392412,Nubsella zeaxanthinifaciens
464132,Actinoplanes sp. HBUM 87072
220697,Thalassospira xiamenensis
399736,Agrococcus jejuensis
143495,Aneurinibacillus thermoaerophilus
400668,Marinomonas sp. MWYL1
688867,Ohtaekwangia koreensis
466153,Singulisphaera acidiphila
858443,Rhizobiales bacterium CCBAU 45351
682179,Litchfieldia luteola
1005741,Saprospiraceae bacterium KMM 9006
28229,Colwellia psychrerythraea
420888,Alicyclobacillus hesperidum subsp. aegles
33059,Acidithiobacillus caldus
453215,Desulfocella sp. DSM 2056
1768011,Sphingobacterium cellulitidis
56111,Pseudanabaena sp. PCC 7403
385682,Thermophagus xiamenensis
53366,Catellatospora citrea
538189,Winogradskyella echinorum
366534,Pseudovibrio japonicus
209649,Ferrithrix thermotolerans
301541,Leptospira broomii
161156,Thermodesulfobacterium hydrogeniphilum
195248,Picosynechococcus sp. PCC 8807
1919,Streptomyces microflavus
340146,Exiguobacterium mexicanum
60893,Desulfobacca acetoxidans
29341,Clostridium argentinense
187145,Caldithrix abyssi
28049,Acidothermus cellulolyticus
694315,Kofleria flava
59845,Paenibacillus illinoisensis
408657,Dyadobacter koreensis
83561,Simkania negevensis
453852,Galbibacter orientalis
273164,Pontibacillus marinus
1411123,Rhizobiales bacterium YIM 77505
79264,Paenibacillus ehimensis
477641,Modestobacter marinus
79885,Alkalihalophilus pseudofirmus
304901,Actinospica robiniae
564288,Desulfonauticus autotrophicus
297,Hydrogenophilus thermoluteolus
28258,Cobetia marina
242703,Acidilobus saccharovorans
198706,Lampropedia hyalina
240412,Chitinimonas taiwanensis
388950,Pontibacter akesuensis
531844,Flavobacteriaceae bacterium 3519-10
141390,Chromohalobacter israelensis
550983,Niastella populi
370974,Flavobacterium filum
2123,Mycoplasma putrefaciens
593401,Desulfovibrio sp. VKM B-2200
164514,Blattabacterium punctulatus
1458307,Octadecabacter temperatus
181662,Desulfovibrio giganteus
44256,Caldanaerobius polysaccharolyticus
83769,Succinimonas amylolytica
415956,Sphingobacterium allocomposti
114692,Streptomyces yogyakartensis
56810,Psychrobacter glacincola
544645,Butyricimonas virosa
113562,Actinoplanes derwentensis
308994,Dialister propionicifaciens
2358,Desulfomonile tiedjei
427918,Nitriliruptor alkaliphilus
91458,Halomonas sp. MBIC2031
357808,Roseiflexus sp. RS-1
28254,Marinomonas communis
45657,Desulfonema ishimotonii
363832,Solirubrobacter soli
294936,Photobacterium rosenbergii
59839,Paenibacillus alginolyticus
241555,Helcococcus sueciensis
564064,Spirosoma rigui
673548,Comamonas terrae
442872,Nostoc sp. PCC 8976
1495039,Mesoaciditoga lauensis
86666,Salimicrobium halophilum
29533,Flavobacterium pectinovorum
934,Thiomicrospira pelophila
359408,Methylotenera mobilis
467976,Iamia majanohamensis
1398,Heyndrickxia coagulans
295428,Flavobacterium cheniae
521467,Bacillus sp. CCBAU 10792
163908,Anabaena sp. PCC 7108
483011,Lactiplantibacillus fabifermentans
136241,Mycoplasma haemocanis
604330,Parafannyhessea umbonata
833,Fibrobacter succinogenes
198832,Vibrio pomeroyi
2743,Marinobacter nauticus
1472,Paenibacillus pabuli
633813,Rhodothermus profundi
29510,Turneriella parva
93218,Pandoraea apista
1307761,Salinispira pacifica
313985,Trichlorobacter lovleyi
281120,Candidatus Amoebophilus asiaticus
36805,Microbacterium aurum
101534,Candidatus Blochmanniella pennsylvanica
94009,Thermicanus aegyptius
721033,Pseudonocardia spinosa
28113,Bacteroides heparinolyticus
755172,Aedoeadaptatus coxii
329527,Streptomyces katsurahamanus
947013,Chryseolinea serpens
43774,Syntrophus buswellii
114885,Mycoplasmopsis maculosa
33026,Sporolactobacillus dextrus
543913,beta proteobacterium CB
46223,Thermoflavimicrobium dichotomicum
119858,Bacillus sonorensis
88233,Lacticaseibacillus manihotivorans
76980,Ahrensia kielensis
80816,Haliangium ochraceum
103816,Rhodococcus pyridinivorans
1607,Loigolactobacillus bifermentans
76832,Myroides odoratimimus
90733,Desulfobacterium indolicum
1173264,Leptolyngbya sp. PCC 6406
309888,Deinococcus pimensis
1002,Hugenholtzia roseola
441500,Corynebacterium timonense
285091,Alloalcanivorax dieselolei
268410,Rhodovarius lipocyclicus
29562,Mesomycoplasma ovipneumoniae
644221,Arenicella xantha
180163,Cetobacterium ceti
247634,marine gamma proteobacterium HTCC2148
1985254,Xanthomonas phaseoli
321327,Synechococcus sp. JA-3-3Ab
1395,[Bacillus] caldotenax
52692,Acetobacterium malicum
46240,Paenibacillus apiarius
2426,Teredinibacter turnerae
86185,Pseudomonas lundensis
86174,Thauera butanivorans
1407,Peribacillus psychrosaccharolyticus
208216,Parvularcula bermudensis
92647,Paraburkholderia tropica
1689449,Tessaracoccus rhinocerotis
31996,Beijerinckia derxii
2291,Desulfobacter hydrogenophilus
1113786,Exiguobacterium sp. NBRC 101652
37327,Nocardia brevicatena
166485,Caminicella sporogenes
882140,Bacillus sp. IHB B 2293
85831,Bacteroides acidifaciens
121290,Hyphomicrobium sulfonivorans
1062,Rhodobacter sp.
453962,Modicisalibacter luteus
107580,Bacteroides sp. CIP103040
29497,Vibrio splendidus
273676,Nocardioides oleivorans
370736,Zhihengliuella halotolerans
1265728,Sulfitobacter sp. KMM 6719
419475,Brucella pseudogrignonensis
86177,Vreelandella utahensis
46610,Geobacter sp.
1174528,Fischerella sp. PCC 9339
256618,Parvibaculum lavamentivorans
171291,Mycoplasmopsis verecunda
82985,Pragia fontium
29435,Pseudomonas flavescens
251542,Candidatus Blochmanniella chromaiodes
135577,Idiomarina loihiensis
54007,Anaerococcus octavius
614671,Allosphingosinicella vermicomposti
12934,Thiocapsa pendens
442714,Ulvibacter antarcticus
354356,Niastella koreensis
252307,Robiginitalea biformata
1730245,Tenggerimyces mesophilus
34087,Sphingobacterium faecium
1113893,Alcanivorax sp. NBRC 102022
234908,Sutterella stercoricanis
39152,Methanococcus maripaludis
35762,Planobispora rosea
375061,Arenimonas donghaensis
104268,Tenacibaculum mesophilum
470933,Pantoea eucalypti
1033846,Marinobacter adhaerens
453816,Pseudobdellovibrio exovorus
104336,Microbacterium foliorum
1653207,Bifidobacterium aquikefiri
33936,Aeribacillus pallidus
421628,Ectothiorhodospira haloalkaliphila
118675,[Chroococcidiopsis] sp. PCC 6712
405946,Oceanobacillus caeni
1113606,Paenibacillus sp. NBRC 13294
1855912,Luteitalea pratensis
1823,Nocardia otitidiscaviarum
256,Myroides odoratus
683041,Larkinella bovis
920,Acidithiobacillus ferrooxidans
132476,Pseudomonas kilonensis
67760,Methanocaldococcus infernus
65553,Sulfurospirillum deleyianum
90729,Desulfocastanea catecholica
500,Thermomicrobium roseum
930805,Halioglobus japonicus
92938,Fischerella muscicola
633415,Aeromonas sanarellii
213248,Mesonia algae
37929,Glutamicibacter nicotianae
442899,Halolactibacillus alkaliphilus
632,Yersinia pestis
557332,Pontibacter xinjiangensis
215803,Enhygromyxa salina
45075,Legionella shakespearei
88058,Treponema primitia
81479,Rhodoferax antarcticus
1404244,Corynebacterium glyciniphilum
81037,Pseudoalteromonas distincta
57487,Pseudothermotoga hypogea
1176,Aphanizomenon flos-aquae
313007,Ureibacillus suwonensis
254408,Solimonas variicoloris
1955249,Meiothermus sp.
186490,Candidatus Palibaumannia cicadellinicola
161398,Pseudoalteromonas phenolica
401654,Rahnella sp. BIHB 783
354246,Spongiibacter marinus
37922,Nesterenkonia halobia
85643,Thauera aminoaromatica
2298,Desulfocicer vacuolatum
49185,Kineosporia aurantiaca
85317,Coriobacterium sp. CCUG 33917
194432,Methylobacterium sp. BF10
81405,Solidesulfovibrio burkinensis
178399,Marinomonas primoryensis
31909,Halothermothrix orenii
538021,Mucilaginibacter ximonensis
29299,Nocardioides plantarum
351052,Alkalilimnicola ehrlichii
534635,Mucilaginibacter rigui
83771,Succinivibrio dextrinosolvens
104271,marine bacterium MBIC1357
1463889,Streptomyces sp. NRRL S-1824
29376,Desulfofundulus thermobenzoicus
1571210,Bacillus sp. CECT 8480
37930,Glutamicibacter protophormiae
28077,Nitrospirillum amazonense
1069,Rhodomicrobium vannielii
754477,Methylophaga frappieri
149715,Marinitoga piezophila
1167604,Yinghuangia catbensis
265291,Comamonas badia
45076,Legionella worsleiensis
45498,Helicobacter cholecystus
43990,Corynebacterium segmentosum
114186,Candidatus Carsonella ruddii
114,Gemmata obscuriglobus
314235,Phyllobacterium brassicacearum
29573,Halomonas halophila
1392,Bacillus anthracis
39768,Blattabacterium sp. (Mastotermes darwiniensis)
1884249,Spirosoma lacussanchae
49186,Marinobacterium stanieri
105229,Neobacillus fumarioli
503170,Salisaeta longa
33935,Lysinibacillus macroides
2057,Sphaerobacter thermophilus
84096,Gordonia alkanivorans
45670,Salinicoccus roseus
204463,Comamonadaceae bacterium PIV-3D
1746657,Chitinophaga sp. HBUM179491
334122,Spiroplasma leucomae
157733,Alkalihalobacillus macyae
36861,Thiobacillus denitrificans
319238,Sediminicola luteus
1070863,Actinomadura sp. YIM 75700
39770,Methylobacter whittenburyi
634765,Cocleimonas flava
81028,Treponema brennaborense
1602,Companilactobacillus alimentarius
186651,Microvirga subterranea
162,Treponema phagedenis
1923,Streptomyces phaeochromogenes
46180,Nonomuraea rubra
880,Maridesulfovibrio salexigens
290109,Xenorhabdus innexi
1912,Streptomyces hygroscopicus
314275,Alteromonas mediterranea
986,Flavobacterium johnsoniae
113560,Winogradskya consettensis
1008,Saprospira grandis
1168034,Draconibacterium orientale
187493,Thalassolituus oleivorans
1529,Clostridium cadaveris
102170,Desulfallas sapomandens
279360,Roseivirga ehrenbergii
1173027,Allocoleopsis franciscana PCC 7113
1219,Prochlorococcus marinus
170861,Methanosarcina lacustris
187491,Corynebacterium glaucum
53398,Hyphomicrobium aestuarii
518643,Bifidobacterium mongoliense
171401,Paenibacillus agarexedens
1534,Clostridium kluyveri
38313,Shewanella algae
82803,Trichococcus flocculiformis
28110,Francisella philomiragia
39766,Sulfurimonas denitrificans
552357,Shewanella fodinae
110936,Rathayibacter caricis
431058,Pelomonas aquatica
407156,Phyllobacterium sp. CCBAU 81168
29570,Vreelandella aquamarina
449306,Desulfobulbus sp. DSM 2033
489722,Mesorhizobium metallidurans
60478,Shewanella amazonensis
1542,Clostridium novyi
384,Rhizobium leguminosarum
337315,Candidatus Peptoniphilus massiliensis
156980,Arthrobacter woluwensis
1423959,Chryseobacterium contaminans
28232,Geobacter metallireducens
192994,Thermoleophilum minutum
779,Ehrlichia ruminantium
37487,Marichromatium purpuratum
343,Xanthomonas translucens
60890,Phaeobacter gallaeciensis
89014,Blautia luti
386608,Trigonala elaeagnus
28152,Yersinia kristensenii
1010,Sphingobacterium mizutaii
270368,Roseateles toxinivorans
170679,Vibrio chagasii
365489,Dyadobacter beijingensis
35751,Sporichthya polymorpha
40335,Legionella tucsonensis
36809,Mycobacteroides abscessus
244573,Thiocapsa marina
53972,Rhodococcoides corynebacterioides
172,Leptospira biflexa
1177755,Methyloligella halotolerans
196162,Nocardioides sp. JS614
1143711,Paenibacillus frigoriresistens
417621,Kaistella flava (ex Gargiulo et al. 2008)
669,Vibrio harveyi
1852,Saccharomonospora viridis
989,Marinilabilia salmonicolor
1134563,Prevotella sp. JCM 6348
446369,Paenibacillus glebae
194379,Nostoc sp. PCC 7423
1519494,Nocardiopsis sp. NRRL B-16309
112009,Ignatzschineria larvae
49319,Rubrobacter xylanophilus
333297,Methylobacterium adhaesivum
13688,Novosphingobium capsulatum
33990,Rickettsia bellii
31899,Caldicellulosiruptor bescii
100134,Anaerocolumna xylanovorans
447106,Leptospira licerasiae
277,Meiothermus ruber
219742,Psychrobacter proteolyticus
80878,Acidovorax temperans
460870,Companilactobacillus nodensis
28237,Petrotoga miotherma
623280,Parapedobacter luteus
284042,Streptomyces violaceorubidus
351604,Geotalea uraniireducens
86668,Neobacillus niacini
38323,Bartonella henselae
85874,Thermacetogenium phaeum
56,Sorangium cellulosum
121039,Ferrimicrobium acidiphilum
34005,Paracoccus kocurii
89967,Hymenobacter roseosalivarius
436114,Sulfurihydrogenibium sp. YO3AOP1
418856,Nevskia soli
44752,Rhodococcus wratislaviensis
178606,Leptospirillum ferriphilum
438751,Neolewinella marina
90241,Moraxella lincolnii
745368,Gemmiger formicilis
89053,Gordonia amicalis
569601,Marinomonas arenicola
293552,Marinomonas polaris
676599,Stenotrophomonas panacihumi
1100,Pelodictyon luteolum
28174,Vibrio ordalii
41988,Cryobacterium psychrophilum
83558,Chlamydia pneumoniae
1186051,Blattabacterium sp. (Blaberus giganteus)
1411119,Chitinimonas sp. YIM 77919
1113656,Psychrobacter sp. NBRC 15753
266809,Thalassobacter stenotrophicus
160799,Paenibacillus borealis
1755639,Akkermansia sp. MC_55
195907,Gillisia limnaea
48466,Prosthecobacter vanneervenii
41170,Exiguobacterium acetylicum
472181,Halopseudomonas sabulinigri
1113670,Sporosarcina sp. NBRC 100704
64972,Oceanobacter kriegii
1746950,Microbacterium sp. HBUM179443
520836,Rhizobium sp. CCBAU 65813
84500,Alcanivorax sp. Wf-1
1031,Thiothrix nivea
680118,Methanothermobacter tenebrarum
171288,Mesomycoplasma molare
1248939,Pasteurellaceae bacterium CCUG 17204
350,Zoogloea ramigera
55205,Caldicellulosiruptor owensensis
204528,Roseomonas genomospecies 4
487317,Aequorivita capsosiphonis
936456,Desulfurispirillum indicum
1667,Arthrobacter sp.
2434,Roseobacter denitrificans
35793,Rickettsia sibirica
184117,Thermoproteus uzoniensis
999,Bernardetia litoralis
66886,Streptomyces fasiculatus
132925,Clostridium bowmanii
1123067,Rubellimicrobium mesophilum
181663,Desulfosudis oleivorans
65515,Nonomuraea dietziae
205941,Salinibacterium amurskyense
337701,Roseovarius pacificus
1844655,Sporosarcina sp. VKM B-700
381,Mesorhizobium loti
69484,Actinoplanes liguriensis
557555,Cohnella xylanilytica
340021,Thalassovita mediterranea
126740,Thermotoga sp. RQ2
980294,Glycomyces salinus
199441,Halalkalibacter krulwichiae
202259,Halobacillus sp. YIM-kkny15
651143,Fibrella aestuarina
96344,Cupriavidus oxalaticus
150123,Plantibacter flavus
241145,Salegentibacter holothuriorum
666,Vibrio cholerae
576611,Polynucleobacter asymbioticus
101383,Cryomorpha ignava
28084,Legionella cherrii
35622,Thermostaphylospora chromogena
79882,Sutcliffiella halmapala
1238,Piscirickettsia salmonis
66430,Streptomyces roseus
1505726,Convivina intestini
526,Acidiphilium rubrum
1001,Garritya polymorpha
522485,Campylobacter avium
128,Isosphaera pallida
1397,Niallia circulans
259,Sphingobacterium thalpophilum
417373,Limosilactobacillus equigenerosi
492736,Dyadobacter alkalitolerans
34021,Candidatus Liberibacter asiaticus
450367,Peribacillus frigoritolerans
268429,Acinetobacter sp. LMG TH120
1028,Marivirga sericea
447217,Anaeromyxobacter sp. K
47466,Borrelia miyamotoi
49896,Acetomicrobium flavidum
501482,Agrococcus versicolor
140,Borrelia hermsii
376219,Limnospira indica PCC 8005
231053,Saccharibacter floricola
1467,Lederbergia lenta
189381,Rossellomorea marisflavi
1054,Ectothiorhodospira shaposhnikovii
524,Acidiphilium cryptum
90746,Paracoccus sp. MBIC4036
104270,Tenacibaculum ovolyticum
1113643,Runella sp. NBRC 15128
984307,Paraburkholderia kururiensis
1391,Aneurinibacillus aneurinilyticus
423541,Desulfotignum toluenicum
1265691,Aequorivita sp. KMM 6693
649746,Acetomicrobium hydrogeniformans
33044,Bartonella doshiae
35621,Streptomyces mobaraensis
1775,Mycobacterium cookii
395961,Cyanothece sp. PCC 7425
270918,Salegentibacter mishustinae
111611,Geitlerinema sp. PCC 9228
66370,Streptomyces flaveus
32049,Picosynechococcus sp. PCC 7002
134536,Paraburkholderia caledonica
431554,Spirosoma spitsbergense
160791,Rhizorhabdus wittichii
285106,Tepidimicrobium ferriphilum
994622,Mucilaginibacter sp. KOPRI 25889
191960,Sedimenticola selenatireducens
229205,Flavobacterium micromati
373391,Hydrogenovibrio halophilus
58344,Streptomyces celluloflavus
85701,Bartonella tribocorum
278990,Brevibacillus levickii
442870,Acanthopleuribacter pedis
1505723,Lactobacillus bombicola
56877,Helicobacter bizzozeronii
103836,Thermopolyspora flexuosa
716816,Oceanicoccus sagamiensis
135719,Sphingobium amiense
187400,Paracoccus zeaxanthinifaciens
524289,Sphingomonas sp. JC2489
619304,Neptunomonas antarctica
588672,Patulibacter americanus
225004,Treponema berlinense
208441,Amycolatopsis decaplanina
280093,Flavobacterium granuli
985054,Ruegeria halocynthiae
533267,Actinopolymorpha alba
477680,Filimonas lacunae
33942,Brevibacillus thermoruber
1324352,Chryseobacterium gallinarum
510946,Flavobacterium cauense
985664,Bacillus sp. CCUG 60788
264027,Algoriphagus marincola
723,Actinobacillus ureae
470861,Virgibacillus sp. YIM C826
258018,Chryseobacterium sp. LMG 19914
251535,Candidatus Blochmanniella vafra
622488,Francisella hispaniensis
45072,Legionella quateirensis
377615,Thermobacillus composti
1134687,Klebsiella michiganensis
333702,Chryseobacterium piscium
1114874,Flavobacterium piscis
349751,Corynebacterium marinum
380628,Agrilutibacter niabensis
1075,Fuscovulum blasticum
316278,Synechococcus sp. RCC307
189426,Paenibacillus odorifer
423351,Mucilaginibacter paludis
90244,Oligella ureolytica
468058,Mucilaginibacter oryzae
102116,Stanieria cyanosphaera
