taxid,|,taxname,|,lineage,,,,,,,,,,
1121253,|,Catelliglobosispora,|,1121253,28056,85008,1760,201174,1783272,2,131567,,,
365532,|,Belnapia,|,365532,3385906,3120395,28211,1224,3379134,2,131567,,,
85043,|,Williamsia,|,85043,85025,85007,1760,201174,1783272,2,131567,,,
269773,|,Atopococcus,|,269773,186828,186826,91061,1239,1783272,2,131567,,,
427753,|,Humibacter,|,427753,85023,85006,1760,201174,1783272,2,131567,,,
1609627,|,Hydrogenibacillus,|,1609627,539003,539002,1385,91061,1239,1783272,2,131567,,
93681,|,Roseateles,|,93681,2975441,80840,28216,1224,3379134,2,131567,,,
1100891,|,Paenalcaligenes,|,1100891,506,80840,28216,1224,3379134,2,131567,,,
1137960,|,Allokutzneria,|,1137960,2070,85010,1760,201174,1783272,2,131567,,,
1424614,|,Thermoactinospora,|,1424614,2004,85012,1760,201174,1783272,2,131567,,,
1237104,|,Litoribacter,|,1237104,563798,768507,768503,976,68336,1783270,3379134,2,131567,
158848,|,Moellerella,|,158848,1903414,91347,1236,1224,3379134,2,131567,,,
390250,|,Labedella,|,390250,85023,85006,1760,201174,1783272,2,131567,,,
28194,|,Thermonema,|,28194,1853233,768507,768503,976,68336,1783270,3379134,2,131567,
54066,|,Xylophilus,|,54066,224471,80840,28216,1224,3379134,2,131567,,,
52003,|,Natroniella,|,52003,53434,53433,186801,1239,1783272,2,131567,,,
600332,|,Zavarzinella,|,600332,1914233,2691355,203683,203682,1783257,3379134,2,131567,,
1167830,|,Litorimonas,|,1167830,2800062,2800059,28211,1224,3379134,2,131567,,,
334108,|,Bergeriella,|,334108,481,206351,28216,1224,3379134,2,131567,,,
501022,|,Glaciibacter,|,501022,85023,85006,1760,201174,1783272,2,131567,,,
984996,|,Mobilicoccus,|,984996,85018,85006,1760,201174,1783272,2,131567,,,
1156392,|,Pseudokineococcus,|,1156392,83778,622452,1760,201174,1783272,2,131567,,,
1331730,|,Microcella,|,337004,85023,85006,1760,201174,1783272,2,131567,,,
1143004,|,Methyloferula,|,1143004,45404,356,28211,1224,3379134,2,131567,,,
344063,|,Oryzihumus,|,344063,85021,85006,1760,201174,1783272,2,131567,,,
1070314,|,Halorussus,|,1070314,3064797,2235,183963,2290931,28890,3366610,2157,131567,,
33073,|,Zymobacter,|,33073,114403,28256,135619,1236,1224,3379134,2,131567,,
367771,|,Marinovum,|,367771,2854170,204455,28211,1224,3379134,2,131567,,,
1649470,|,Minicystis,|,1649470,49,3031712,3031711,2818505,3379134,2,131567,,,
2314,|,Methanoplanus,|,2314,2194,2191,224756,2290931,28890,3366610,2157,131567,,
1008195,|,Halopelagius,|,1008195,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
56688,|,Halorubrum,|,56688,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
497721,|,Desulfoluna,|,497721,3031622,213118,3024418,200940,3379134,2,131567,,,
1121254,|,Hamadaea,|,1121254,28056,85008,1760,201174,1783272,2,131567,,,
58122,|,Spirillospora,|,58122,2012,85012,1760,201174,1783272,2,131567,,,
293431,|,Haloquadratum,|,293431,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
64322,|,Carnimonas,|,64322,28256,135619,1236,1224,3379134,2,131567,,,
744724,|,Halarchaeum,|,744724,2236,2235,183963,2290931,28890,3366610,2157,131567,,
695982,|,Halogranum,|,695982,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
121871,|,Haloterrigena,|,121871,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
63743,|,Natronomonas,|,63743,3402413,2235,183963,2290931,28890,3366610,2157,131567,,
146825,|,Halorhabdus,|,146825,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
228398,|,Streptacidiphilus,|,228398,2062,85011,1760,201174,1783272,2,131567,,,
1198,|,Phormidium,|,1198,1892254,1150,1301283,3028117,1117,1798711,1783272,2,131567,
300264,|,Silvimonas,|,300264,2897177,206351,28216,1224,3379134,2,131567,,,
60846,|,Halogeometricum,|,60846,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
1073986,|,Halobellus,|,1073986,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
43356,|,Kutzneria,|,43356,2070,85010,1760,201174,1783272,2,131567,,,
90974,|,Acrocarpospora,|,90974,2004,85012,1760,201174,1783272,2,131567,,,
1073987,|,Halorientalis,|,1073987,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
367188,|,Haladaptatus,|,367188,3064797,2235,183963,2290931,28890,3366610,2157,131567,,
947567,|,Litoreibacter,|,947567,2854170,204455,28211,1224,3379134,2,131567,,,
2204,|,Methanomicrobium,|,2204,2194,2191,224756,2290931,28890,3366610,2157,131567,,
376170,|,Haloplanus,|,376170,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
332951,|,Halovivax,|,332951,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
1377992,|,Halovenus,|,1377992,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
1792303,|,Sphaerimonospora,|,1792303,2004,85012,1760,201174,1783272,2,131567,,,
1331737,|,Ruania,|,626119,1331736,85006,1760,201174,1783272,2,131567,,,
182402,|,Rubritepida,|,182402,3385906,3120395,28211,1224,3379134,2,131567,,,
665568,|,Paraoerskovia,|,665568,85016,85006,1760,201174,1783272,2,131567,,,
253106,|,Natronolimnobius,|,253106,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
2195,|,Methanogenium,|,2195,2194,2191,224756,2290931,28890,3366610,2157,131567,,
69961,|,Azomonas,|,69961,351,135621,72274,1236,1224,3379134,2,131567,,
908935,|,Yimella,|,908935,145357,85006,1760,201174,1783272,2,131567,,,
926359,|,Natronoarchaeum,|,926359,2976354,2235,183963,2290931,28890,3366610,2157,131567,,
110103,|,Anabaenopsis,|,110103,3079761,1161,3028117,1117,1798711,1783272,2,131567,,
556178,|,Humibacillus,|,556178,85021,85006,1760,201174,1783272,2,131567,,,
1434046,|,Sphingorhabdus,|,1434046,41297,204457,28211,1224,3379134,2,131567,,,
869896,|,Halonotius,|,869896,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
482135,|,Thermogymnomonas,|,482135,74967,2301,183967,2283796,3366610,2157,131567,,,
2251,|,Haloferax,|,2251,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
1075398,|,Salarchaeum,|,1075398,2236,2235,183963,2290931,28890,3366610,2157,131567,,
29287,|,Natronococcus,|,29287,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
342943,|,Sinobaca,|,342943,186821,1385,91061,1239,1783272,2,131567,,,
472058,|,Schumannella,|,472058,85023,85006,1760,201174,1783272,2,131567,,,
82976,|,Buttiauxella,|,82976,543,91347,1236,1224,3379134,2,131567,,,
444052,|,Tanticharoenia,|,444052,433,3120395,28211,1224,3379134,2,131567,,,
331525,|,Kribbia,|,331525,85021,85006,1760,201174,1783272,2,131567,,,
336827,|,Rhodonellum,|,336827,89373,768507,768503,976,68336,1783270,3379134,2,131567,
1049006,|,Fortiea,|,1049006,1892264,1161,3028117,1117,1798711,1783272,2,131567,,
387095,|,Palleronia,|,315422,2854170,204455,28211,1224,3379134,2,131567,,,
332246,|,Halalkalicoccus,|,332246,1963270,2235,183963,2290931,28890,3366610,2157,131567,,
2256,|,Natronobacterium,|,2256,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
263377,|,Salipiger,|,263377,2854170,204455,28211,1224,3379134,2,131567,,,
166974,|,Lentzea,|,165301,2070,85010,1760,201174,1783272,2,131567,,,
13242,|,Rarobacter,|,13242,145359,85006,1760,201174,1783272,2,131567,,,
205841,|,Cryocola,|,205841,85023,85006,1760,201174,1783272,2,131567,,,
1511643,|,Corallibacter,|,1511643,49546,200644,117743,976,68336,1783270,3379134,2,131567,
41674,|,Stygiolobus,|,41674,118883,2281,183924,28889,1783275,2157,131567,,,
246263,|,Hydrogenivirga,|,246263,64898,32069,187857,200783,3379134,2,131567,,,
183669,|,Macromonas,|,183669,80864,80840,28216,1224,3379134,2,131567,,,
1747777,|,Cuniculiplasma,|,1747777,1747776,2301,183967,2283796,3366610,2157,131567,,,
43927,|,Halobaculum,|,43927,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
158876,|,Yokenella,|,158876,543,91347,1236,1224,3379134,2,131567,,,
69655,|,Sulfurisphaera,|,69655,118883,2281,183924,28889,1783275,2157,131567,,,
321315,|,Sphaerisporangium,|,321315,2004,85012,1760,201174,1783272,2,131567,,,
507753,|,Acidiplasma,|,507753,90142,2301,183967,2283796,3366610,2157,131567,,,
159191,|,Nodularia,|,159191,3079761,1161,3028117,1117,1798711,1783272,2,131567,,
132605,|,Limnothrix,|,132605,1890436,2881377,3028117,1117,1798711,1783272,2,131567,,
160794,|,Filobacillus,|,160794,186817,1385,91061,1239,1783272,2,131567,,,
1820337,|,Haloparvum,|,1820337,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
2308,|,Pyrodictium,|,2308,2307,114380,183924,28889,1783275,2157,131567,,,
1995,|,Microtetraspora,|,1995,2004,85012,1760,201174,1783272,2,131567,,,
2304691,|,Thermoclostridium,|,2304691,216572,186802,186801,1239,1783272,2,131567,,,
2304692,|,Acetivibrio,|,35829,216572,186802,186801,1239,1783272,2,131567,,,
697279,|,Bavariicoccus,|,697279,81852,186826,91061,1239,1783272,2,131567,,,
582472,|,Wohlfahrtiimonas,|,582472,3018589,135615,1236,1224,3379134,2,131567,,,
99,|,Ancylobacter,|,99,335928,356,28211,1224,3379134,2,131567,,,
2100764,|,Mixta,|,2100764,1903409,91347,1236,1224,3379134,2,131567,,,
2529408,|,Schaalia,|,2529408,2049,2037,1760,201174,1783272,2,131567,,,
444459,|,Flagellimonas,|,444459,49546,200644,117743,976,68336,1783270,3379134,2,131567,
767528,|,Geomicrobium,|,767528,539002,1385,91061,1239,1783272,2,131567,,,
165798,|,Neocyanospira,|,3399578,3079761,1161,3028117,1117,1798711,1783272,2,131567,,
334857,|,Goodfellowiella,|,334857,2070,85010,1760,201174,1783272,2,131567,,,
518733,|,Microterricola,|,518733,85023,85006,1760,201174,1783272,2,131567,,,
224455,|,Hyalangium,|,224455,39,80811,29,32015,2818505,3379134,2,131567,,
74032,|,Antarctobacter,|,74032,2854170,204455,28211,1224,3379134,2,131567,,,
1450140,|,Halohasta,|,1450140,1644056,2235,183963,2290931,28890,3366610,2157,131567,,
58842,|,Sagittula,|,58842,2854170,204455,28211,1224,3379134,2,131567,,,
